properties.ObjectId,properties.StopID,properties.PID,properties.perceivedOrKnownDisability
443,6292,1,None
444,6293,1,None
445,6293,2,None
446,6294,1,None
447,6295,1,None
448,6295,2,None
449,6296,1,None
450,6297,1,None
451,6446,1,None
452,6447,1,None
453,6448,1,None
454,6449,1,None
455,6450,1,None
456,6451,1,None
457,6451,2,None
458,6452,1,None
459,6453,1,None
460,6454,1,None
461,6455,1,Mental health condition
462,6456,1,None
463,6456,2,None
464,6457,1,None
465,6457,2,None
466,6458,1,None
467,6458,2,None
468,6459,1,None
469,6460,1,None
470,6461,1,Mental health condition
471,6462,1,None
472,6463,1,None
473,6464,1,Mental health condition
474,6465,1,None
475,6466,1,None
476,6467,1,None
477,6467,2,None
478,6468,1,None
479,6468,2,None
480,6469,1,None
481,6470,1,None
482,6471,1,None
483,6472,1,Mental health condition
484,6473,1,None
485,6474,1,None
486,6474,2,None
487,6475,1,None
488,6476,1,None
489,6477,1,None
490,6478,1,None
491,6479,1,None
492,6480,1,None
493,6481,1,None
494,6482,1,None
495,6483,1,None
496,6484,1,None
497,6484,2,None
498,6485,1,None
499,6486,1,None
500,6486,2,None
501,6203,1,None
502,6203,2,None
503,6204,1,None
504,6205,1,None
505,6206,1,None
506,6207,1,None
507,6208,1,None
508,6209,1,None
509,6210,1,None
510,6211,1,None
511,6212,1,None
512,6213,1,None
513,6214,1,None
514,6216,1,None
515,6217,1,None
516,6218,1,None
517,6219,1,None
518,6220,1,None
519,6221,1,None
520,6222,1,None
521,6223,1,None
522,6224,1,None
523,6225,1,None
524,6226,1,None
525,6227,1,None
526,6228,1,None
527,6229,1,None
528,6229,2,None
529,6230,1,None
530,6231,1,None
531,6232,1,None
532,6233,1,None
533,6233,2,None
534,6234,1,None
535,6235,1,None
536,6236,1,None
537,6237,1,None
538,6238,1,None
539,6239,1,None
540,6240,1,None
541,6241,1,None
542,6242,1,None
543,6243,1,None
544,6244,1,None
545,6244,2,None
546,6245,1,None
547,6246,1,None
548,6247,1,None
549,6248,1,None
550,6249,1,None
551,6162,1,None
552,6163,1,None
553,6164,1,None
554,6165,1,None
555,6166,1,None
556,6167,1,None
557,6168,1,None
558,6169,1,None
559,6170,1,None
560,6171,1,None
561,6172,1,None
562,6173,1,None
563,6174,1,None
564,6175,1,None
565,6176,1,None
566,6177,1,None
567,6178,1,None
568,6178,2,None
569,6178,3,None
570,6178,4,None
571,6178,5,None
572,6178,6,None
573,6178,7,None
574,6179,1,None
575,6180,1,Mental health condition
576,6181,1,None
577,6182,1,None
578,6182,2,None
579,6183,1,None
580,6184,1,None
581,6185,1,None
582,6186,1,None
583,6187,1,None
584,6188,1,None
585,6189,1,None
586,6190,1,None
587,6191,1,None
588,6192,1,None
589,6193,1,None
590,6194,1,None
591,6195,1,None
592,6196,1,None
593,6197,1,None
594,6197,2,None
595,6197,3,None
596,6198,1,None
597,6199,1,None
598,6200,1,None
599,6201,1,None
600,6202,1,None
601,6300,1,None
602,6302,1,None
603,6303,1,None
604,6304,1,Other disability
605,6305,1,None
606,6306,1,None
607,6307,1,None
608,6308,1,None
609,6309,1,None
610,6310,1,None
611,6311,1,None
612,6312,1,None
613,6313,1,None
614,6314,1,None
615,6315,1,None
616,6316,1,Mental health condition
617,6317,1,None
618,6318,1,None
619,6319,1,Mental health condition
620,6320,1,None
621,6321,1,Mental health condition
622,6322,1,None
623,6323,1,None
624,6324,1,None
625,6325,1,None
626,6326,1,None
627,6327,1,None
628,6328,1,None
629,6329,1,None
630,6330,1,None
631,6331,1,None
632,6332,1,None
633,6333,1,None
634,6334,1,None
635,6334,2,None
636,6335,1,Mental health condition
637,6336,1,None
638,6337,1,None
639,6337,3,None
640,6338,1,None
641,6339,1,None
642,6340,1,None
643,6341,1,None
644,6341,2,Speech impairment or limited use of language
645,6342,1,None
646,6344,1,None
647,6345,1,None
648,6346,1,None
649,6347,1,None
650,6348,1,None
651,6397,1,None
652,6398,1,None
653,6399,1,None
654,6400,1,None
655,6401,1,None
656,6402,1,None
657,6403,1,None
658,6404,1,None
659,6405,1,None
660,6406,1,None
661,6407,1,None
662,6408,1,None
663,6409,1,None
664,6410,1,None
665,6411,1,None
666,6412,1,None
667,6413,1,None
668,6414,1,None
669,6415,1,None
670,6416,1,None
671,6417,1,None
672,6418,1,None
673,6419,1,None
674,6420,1,None
675,6421,1,None
676,6422,1,None
677,6423,1,None
678,6424,1,None
679,6425,1,None
680,6427,1,None
681,6428,1,None
682,6429,1,None
683,6430,1,None
684,6431,1,None
685,6432,1,None
686,6433,1,None
687,6434,1,None
688,6435,1,None
689,6435,2,None
690,6436,1,Other disability
691,6437,1,None
692,6438,1,None
693,6439,1,None
694,6440,1,None
695,6441,1,None
696,6442,1,None
697,6443,1,None
698,6444,1,None
699,6445,1,None
700,6445,2,None
701,6349,1,None
702,6350,1,None
703,6351,1,None
704,6351,2,None
705,6352,1,None
706,6353,1,None
707,6354,1,None
708,6355,1,None
709,6356,1,None
710,6358,1,None
711,6359,1,None
712,6360,1,None
713,6361,1,None
714,6362,1,None
715,6362,2,None
716,6362,3,None
717,6363,1,None
718,6363,2,None
719,6364,1,None
720,6365,1,None
721,6366,1,None
722,6367,1,None
723,6368,1,None
724,6369,1,None
725,6370,1,None
726,6371,1,None
727,6372,1,None
728,6373,1,None
729,6374,1,None
730,6375,1,None
731,6376,1,None
732,6377,1,None
733,6378,1,None
734,6379,1,None
735,6380,1,None
736,6381,1,None
737,6382,1,None
738,6383,1,None
739,6384,1,None
740,6385,1,None
741,6386,1,Deafness or difficulty hearing
742,6387,1,None
743,6388,1,None
744,6389,1,None
745,6390,1,None
746,6392,1,None
747,6392,2,None
748,6393,1,None
749,6394,1,None
750,6395,1,None
751,6487,1,None
752,6488,1,None
753,6489,1,None
754,6490,1,None
755,6491,1,None
756,6492,1,None
757,6493,1,Mental health condition
758,6494,1,None
759,6495,1,None
760,6496,1,None
761,6497,1,None
762,6498,1,None
763,6498,2,None
764,6499,1,None
765,6500,1,None
766,6501,1,None
767,6502,1,None
768,6503,1,None
769,6504,1,None
770,6505,1,None
771,6507,1,None
772,6508,1,None
773,6509,1,None
774,6510,1,None
775,6511,1,None
776,6512,1,None
777,6513,1,None
778,6514,1,None
779,6515,1,Mental health condition
780,6516,1,None
781,6517,1,None
782,6518,1,None
783,6519,1,None
784,6520,1,None
785,6521,1,None
786,6522,1,None
787,6523,1,None
788,6524,1,None
789,6525,1,None
790,6526,1,None
791,6527,1,None
792,6528,1,None
793,6528,2,None
794,6529,1,None
795,6530,1,None
796,6531,1,None
797,6532,1,None
798,6533,1,None
799,6534,1,None
800,6535,1,None
801,6809,1,None
802,6810,1,None
803,6810,2,None
804,6810,3,None
805,6810,4,None
806,6715,1,None
807,6810,5,None
808,6811,1,None
809,6716,1,None
810,6812,1,None
811,6717,1,None
812,6814,1,None
813,6718,1,None
814,6815,1,None
815,6719,1,None
816,6816,1,None
817,6817,1,None
818,6627,1,None
819,6720,1,None
820,6817,2,None
821,6721,1,None
822,6628,1,None
823,6818,1,None
824,6722,1,None
825,6628,2,None
826,6819,1,None
827,6723,1,None
828,6628,3,None
829,6629,1,None
830,6629,2,None
831,6630,1,None
832,6631,1,None
833,6631,2,None
834,6631,3,None
835,6631,4,None
836,6632,1,None
837,6633,1,None
838,6634,1,None
839,6635,1,None
840,6636,1,None
841,6637,1,None
842,6638,1,None
843,6639,1,None
844,6640,1,None
845,6641,1,None
846,6642,1,None
847,6643,1,None
848,6644,1,None
849,6645,1,None
850,6647,1,None
851,6648,1,None
852,6649,1,None
853,6649,2,None
854,6649,3,None
855,6650,1,Other disability
856,6651,1,None
857,6652,1,None
858,6653,1,None
859,6654,1,None
860,6655,1,None
861,6655,2,None
862,6656,1,None
863,6657,1,None
864,6658,1,None
865,6660,1,None
866,6661,1,None
867,6662,1,None
868,6663,1,None
869,6664,1,None
870,6665,1,None
871,6666,1,None
872,6667,1,None
873,6667,2,None
874,6668,1,None
875,6819,2,None
876,6820,1,None
877,6724,1,None
878,6820,2,None
879,6725,1,None
880,6821,1,None
881,6726,1,None
882,6822,1,None
883,6727,1,None
884,6823,1,None
885,6728,1,None
886,6824,1,None
887,6729,1,None
888,6825,1,None
889,6730,1,None
890,6826,1,None
891,6731,1,None
892,6827,1,None
893,6732,1,None
894,6828,1,None
895,6733,1,None
896,6829,1,None
897,6733,2,None
898,6830,1,None
899,6734,1,None
900,6831,1,None
901,6735,1,Mental health condition
902,6832,1,None
903,6736,1,None
904,6833,1,None
905,6737,1,None
906,6834,1,None
907,6738,1,None
908,6835,1,None
909,6739,1,None
910,6836,1,None
911,6837,1,None
912,6740,1,None
913,6838,1,None
914,6741,1,None
915,6839,1,None
916,6742,1,None
917,6840,1,None
918,6743,1,None
919,6841,1,Mental health condition
920,6744,1,None
921,6842,1,None
922,6747,1,Mental health condition
923,6843,1,None
924,6748,1,None
925,6844,1,None
926,6750,1,None
927,6845,1,None
928,6750,2,None
929,6846,1,None
930,6750,3,None
931,6847,1,None
932,6751,1,None
933,6847,2,None
934,6751,2,None
935,6848,1,None
936,6752,1,None
937,6849,1,None
938,6753,1,None
939,6850,1,None
940,6754,1,None
941,6851,1,None
942,6755,1,None
943,6756,1,None
944,6757,1,None
945,6758,1,None
946,6759,1,None
947,6760,1,None
948,6761,1,None
949,6762,1,None
950,6763,1,None
951,6536,1,None
952,6537,1,None
953,6538,1,None
954,6538,2,Deafness or difficulty hearing
955,6539,1,None
956,6540,1,None
957,6541,1,None
958,6542,1,None
959,6543,1,None
960,6544,1,None
961,6545,1,None
962,6545,2,None
963,6546,1,None
964,6547,1,None
965,6548,1,None
966,6549,1,None
967,6550,1,None
968,6551,1,None
969,6552,1,None
970,6553,1,None
971,6554,1,None
972,6554,2,None
973,6555,1,None
974,6556,1,None
975,6557,1,None
976,6558,1,None
977,6559,1,None
978,6560,1,None
979,6561,1,None
980,6562,1,None
981,6563,1,None
982,6564,1,None
983,6565,1,None
984,6565,2,None
985,6566,1,None
986,6566,2,None
987,6567,1,None
988,6568,1,Mental health condition
989,6569,1,None
990,6570,1,None
991,6571,1,None
992,6572,1,None
993,6669,1,None
994,6573,1,None
995,6574,1,None
996,6575,1,None
997,6576,1,None
998,6577,1,None
999,6578,1,None
1000,6579,1,None
1001,6580,1,None
1002,6852,1,None
1003,6670,1,None
1004,6853,1,None
1005,6855,1,None
1006,6671,1,None
1007,6855,2,None
1008,6672,1,None
1009,6856,1,None
1010,6673,1,None
1011,6857,1,None
1012,6674,1,None
1013,6858,1,None
1014,6675,1,None
1015,6859,1,None
1016,6676,1,None
1017,6860,1,None
1018,6677,1,None
1019,6860,2,None
1020,6678,1,None
1021,6862,1,None
1022,6679,1,None
1023,6863,1,None
1024,6680,1,None
1025,6864,1,None
1026,6681,1,None
1027,6865,1,None
1028,6682,1,None
1029,6866,1,None
1030,6682,2,None
1031,6867,1,None
1032,6683,1,None
1033,6868,1,None
1034,6684,1,None
1035,6869,1,None
1036,6685,1,None
1037,6870,1,None
1038,6686,1,None
1039,6687,1,None
1040,6871,1,None
1041,6688,1,None
1042,6872,1,None
1043,6689,1,None
1044,6873,1,None
1045,6690,1,None
1046,6874,1,None
1047,6691,1,None
1048,6875,1,None
1049,6692,1,None
1050,6876,1,None
1051,6693,1,None
1052,6877,1,None
1053,6694,1,None
1054,6878,1,None
1055,6695,1,None
1056,6879,1,None
1057,6696,1,None
1058,6880,1,None
1059,6696,2,Other disability
1060,6881,1,None
1061,6697,1,None
1062,6882,1,None
1063,6698,1,None
1064,6883,1,None
1065,6699,1,None
1066,6884,1,None
1067,6700,1,None
1068,6885,1,None
1069,6701,1,None
1070,6886,1,None
1071,6702,1,None
1072,6887,1,Mental health condition
1073,6703,1,None
1074,6889,1,None
1075,6704,1,None
1076,6890,1,None
1077,6705,1,None
1078,6891,1,None
1079,6706,1,None
1080,6892,1,None
1081,6707,1,Mental health condition
1082,6893,1,None
1083,6708,1,None
1084,6894,1,None
1085,6709,1,None
1086,6895,1,None
1087,6710,1,None
1088,6896,1,None
1089,6711,1,None
1090,6897,1,None
1091,6712,1,None
1092,6898,1,None
1093,6712,2,None
1094,6898,2,None
1095,6713,1,None
1096,6899,1,None
1097,6714,1,None
1098,6900,1,None
1099,6714,2,None
1100,6901,1,Blind or limited vision
1101,6764,1,None
1102,6765,1,None
1103,6765,2,None
1104,6766,1,None
1105,6767,1,None
1106,6768,1,None
1107,6769,1,None
1108,6770,1,None
1109,6771,1,None
1110,6772,1,None
1111,6773,1,None
1112,6774,1,None
1113,6775,1,None
1114,6776,1,None
1115,6777,1,None
1116,6778,1,None
1117,6779,1,None
1118,6780,1,None
1119,6781,1,None
1120,6782,1,None
1121,6783,1,None
1122,6784,1,None
1123,6785,1,None
1124,6786,1,None
1125,6787,1,None
1126,6788,1,None
1127,6789,1,None
1128,6790,1,None
1129,6791,1,None
1130,6791,2,None
1131,6792,1,None
1132,6792,2,None
1133,6793,1,None
1134,6794,1,None
1135,6795,1,None
1136,6796,1,None
1137,6796,2,None
1138,6797,1,None
1139,6798,1,None
1140,6799,1,None
1141,6800,1,None
1142,6800,2,None
1143,6801,1,None
1144,6802,1,None
1145,6803,1,None
1146,6804,1,None
1147,6805,1,None
1148,6806,1,None
1149,6807,1,None
1150,6808,1,None
1151,6581,1,None
1152,6582,1,None
1153,6583,1,None
1154,6584,1,None
1155,6585,1,None
1156,6586,1,None
1157,6587,1,None
1158,6588,1,None
1159,6589,1,None
1160,6590,1,None
1161,6591,1,None
1162,6592,1,None
1163,6593,1,None
1164,6594,1,None
1165,6594,2,None
1166,6594,3,None
1167,6595,1,None
1168,6596,1,None
1169,6597,1,None
1170,6598,1,None
1171,6599,1,None
1172,6600,1,None
1173,6601,1,None
1174,6602,1,None
1175,6603,1,None
1176,6604,1,None
1177,6605,1,Mental health condition
1178,6606,1,None
1179,6607,1,None
1180,6608,1,None
1181,6609,1,None
1182,6610,1,None
1183,6611,1,None
1184,6611,2,None
1185,6611,3,None
1186,6611,4,None
1187,6612,1,None
1188,6613,1,None
1189,6615,1,None
1190,6616,1,None
1191,6617,1,Speech impairment or limited use of language
1192,6618,1,None
1193,6619,1,None
1194,6620,1,None
1195,6621,1,None
1196,6622,1,None
1197,6623,1,None
1198,6624,1,None
1199,6625,1,None
1200,6626,1,None
1201,7168,1,None
1202,7169,1,None
1203,7170,1,None
1204,7171,1,Other disability
1205,7172,1,None
1206,7173,1,None
1207,7174,1,None
1208,7175,1,None
1209,7176,1,None
1210,7177,1,None
1211,7177,2,None
1212,7177,3,None
1213,7178,1,Mental health condition
1214,7179,1,None
1215,7180,1,None
1216,7181,1,Mental health condition
1217,7182,1,None
1218,7183,1,None
1219,7184,1,None
1220,7185,1,None
1221,7186,1,None
1222,7187,1,None
1223,7188,1,Other disability
1224,7189,1,None
1225,7190,1,None
1226,7191,1,None
1227,7192,1,None
1228,7194,1,None
1229,7195,1,None
1230,7196,1,None
1231,7197,1,None
1232,7198,1,None
1233,7199,1,None
1234,7200,1,None
1235,7201,1,None
1236,7202,1,None
1237,7203,1,None
1238,7204,1,None
1239,7205,1,None
1240,7206,1,None
1241,7207,1,None
1242,7208,1,None
1243,7209,1,None
1244,7210,1,None
1245,7211,1,Mental health condition
1246,7212,1,None
1247,7213,1,None
1248,7214,1,None
1249,7215,1,None
1250,7216,1,None
1251,6995,3,None
1252,6995,4,None
1253,6995,5,None
1254,6996,1,None
1255,6997,1,None
1256,6998,1,None
1257,6999,1,None
1258,7000,1,None
1259,7001,1,None
1260,7002,1,None
1261,7003,1,None
1262,7004,1,None
1263,7005,1,Mental health condition
1264,7006,1,None
1265,7007,1,None
1266,7008,1,None
1267,7009,1,None
1268,7010,1,None
1269,7011,1,None
1270,7012,1,None
1271,7013,1,None
1272,7014,1,None
1273,7015,1,None
1274,7016,1,None
1275,7017,1,None
1276,7018,1,None
1277,7019,1,None
1278,7020,1,None
1279,7021,1,None
1280,7022,1,None
1281,7023,1,None
1282,7024,1,None
1283,7025,1,None
1284,7026,1,Mental health condition
1285,7027,1,None
1286,7028,1,None
1287,7029,1,None
1288,7030,1,None
1289,7031,1,None
1290,7032,1,None
1291,7032,2,None
1292,7033,1,None
1293,7034,1,None
1294,7035,1,None
1295,7036,1,None
1296,7037,1,None
1297,7039,1,None
1298,7040,1,None
1299,7041,1,None
1300,7042,1,None
1301,7082,2,None
1302,7083,1,None
1303,7084,1,None
1304,7085,1,None
1305,7086,1,None
1306,7087,1,None
1307,7088,1,None
1308,7089,1,None
1309,7090,1,None
1310,7091,1,None
1311,7091,2,None
1312,7092,1,None
1313,7093,1,None
1314,7094,1,None
1315,7095,1,None
1316,7096,1,None
1317,7097,1,None
1318,7098,1,None
1319,7099,1,None
1320,7100,1,None
1321,7101,1,None
1322,7102,1,Other disability
1323,7103,1,None
1324,7103,2,None
1325,7103,3,None
1326,7104,1,None
1327,7104,2,None
1328,7104,3,None
1329,7104,4,None
1330,7105,1,None
1331,7106,1,None
1332,7107,1,None
1333,7108,1,None
1334,7109,1,None
1335,7109,2,None
1336,7110,1,Deafness or difficulty hearing
1337,7110,1,Speech impairment or limited use of language
1338,7111,1,None
1339,7112,1,Other disability
1340,7113,1,None
1341,7114,1,None
1342,7115,1,None
1343,7116,1,None
1344,7117,1,None
1345,7118,1,None
1346,7119,1,None
1347,7120,1,None
1348,7121,1,None
1349,7122,1,None
1350,7123,1,None
1351,7124,1,None
1352,7125,1,None
1353,7126,1,None
1354,7127,1,None
1355,7127,2,None
1356,7128,1,None
1357,7129,1,None
1358,7129,2,None
1359,7129,3,None
1360,7130,1,None
1361,7131,1,None
1362,7132,1,None
1363,7133,1,None
1364,7134,1,None
1365,7135,1,None
1366,7136,1,None
1367,7137,1,None
1368,7138,1,None
1369,7139,1,None
1370,7139,2,None
1371,7140,1,None
1372,7141,1,None
1373,7142,1,None
1374,7143,1,None
1375,7144,1,None
1376,7145,1,None
1377,7146,1,None
1378,7147,1,None
1379,7148,1,None
1380,7149,1,None
1381,7150,1,None
1382,7151,1,None
1383,7152,1,None
1384,7153,1,None
1385,7154,1,None
1386,7155,1,None
1387,7156,1,None
1388,7157,1,None
1389,7158,1,None
1390,7158,2,None
1391,7159,1,None
1392,7160,1,None
1393,7160,2,None
1394,7161,1,None
1395,7161,2,None
1396,7163,1,None
1397,7164,1,None
1398,7165,1,None
1399,7166,1,Mental health condition
1400,7167,1,None
1401,7217,1,None
1402,7218,1,None
1403,7219,1,None
1404,7220,1,None
1405,7221,1,None
1406,7221,2,None
1407,7223,1,None
1408,7224,1,None
1409,7225,1,None
1410,7226,1,None
1411,7227,1,None
1412,7228,1,None
1413,7229,1,None
1414,7230,1,None
1415,7231,1,None
1416,7232,1,None
1417,7233,1,None
1418,7234,1,None
1419,7235,1,None
1420,7236,1,None
1421,7237,1,None
1422,7238,1,None
1423,7239,1,Mental health condition
1424,7240,1,None
1425,7241,1,None
1426,7242,1,None
1427,7243,1,None
1428,7244,1,None
1429,7245,1,None
1430,7246,1,None
1431,7247,1,None
1432,7248,1,None
1433,7249,1,None
1434,7250,1,None
1435,7251,1,None
1436,7252,1,None
1437,7253,1,None
1438,7254,1,None
1439,7255,1,None
1440,7256,1,None
1441,7257,1,None
1442,7258,1,Mental health condition
1443,7259,1,None
1444,7260,1,None
1445,7261,1,None
1446,7262,1,Other disability
1447,7263,1,None
1448,7264,1,None
1449,7265,1,None
1450,7266,1,None
1451,6902,1,None
1452,6903,1,None
1453,6904,1,None
1454,6905,1,None
1455,6906,1,None
